水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
29.7,6.39,3.51,6.77,0.616,0.195,1.74,4192.5,72.5,5.61,6.5,9.18,8.5,13.01,10.06,11.22,4.78,10,8.51,9.19,7.65
29.6,7.75,7.04,0.7,0.051,0.012,1.79,244,14.9,9.16,10.24,13.18,9.05,8.63,6.26,6.19,5.4,5.89,6.39,5.34,4.7
30,7.8,7.47,1.38,0.025,0.025,1.8,253.3,22.2,6.78,6.96,9.73,5.7,5.21,3.86,3.26,2.06,2.35,3.74,3.13,2.02
30,7.6,7.08,0.99,0.025,0.035,1.74,234.7,21.4,9.59,10.02,13.54,9.32,8.26,5.32,5.25,5.01,4.62,5.86,4.41,3.84
31.5,7.69,6.45,1.93,0.025,0.037,1.52,203.2,10.6,7.03,6.11,8.25,5.49,5.97,3.62,3.49,2.85,2.87,8.76,3.06,2.37
32.7,7.4,6,1.77,0.035,0.049,1.65,187.2,13.5,8.57,8.49,10.58,7.9,7.65,4.51,4.35,3.88,3.61,3.08,2.65,2.31
30.3,7.59,5.88,0.9,0.025,0.064,2.27,252.2,10.2,10.51,9.76,11.46,10.9,11.17,8.86,9.66,9.7,9.63,12.12,11.09,10.12
30.7,7.34,3.97,2.57,0.321,0.109,2.89,271.1,42.7,7.8,7.81,9.69,7.94,7.88,4.61,4.44,3.82,3.41,4.36,2.11,1.84
30.8,7.4,5.25,1.72,0.025,0.047,1.92,204.2,11.3,9.85,9.99,13.12,11.42,11.52,7.65,7.63,6.59,6.53,6.07,5.7,5.07
28.9,7.55,5.86,2.25,0.168,0.068,2.72,269.8,52.2,9.51,10.44,13.88,10.86,10.81,5.87,5.48,4.68,4.65,4.24,4.42,3.38
31.5,7.27,3.27,3.92,0.025,0.176,4.15,489.4,39.3,11.54,11.6,13,10.82,12.74,10.05,10.2,8.53,8.54,6.93,5.48,4.1
31.9,7.33,5.12,3.1,0.025,0.092,3.35,442.8,41.9,11.61,12.42,16,14.72,15.27,9.51,10.13,8.72,8.67,7.48,6.93,6.26
31.1,7.46,5.49,1.82,0.263,0.072,2.38,286.2,4.4,8.94,9.04,11.2,8.71,8.85,6.56,6.66,6.03,5.85,6.17,4.95,4.31
32,7.39,7.83,2.75,0.025,0.067,2.17,238.7,16,8.44,10.16,12.54,10.54,11.09,8.3,8.3,8.5,7.36,5.96,6.6,5.63
31.4,7.17,6.63,2.84,0.025,0.07,2.45,240,30.6,9.78,9.62,11.42,9.95,10.64,8.93,9.51,9.62,9.25,14.46,8.21,6.76
30.9,7.23,2.97,4.28,2.063,0.2,6.31,2608.5,17.9,9.27,9.17,10.64,8.72,8.01,5.77,5.68,5.39,6,6.83,5.32,4.28
31.5,7.31,9.85,2.28,0.051,0.052,2.05,183.5,6.6,5.24,9.24,11.82,10.72,9.07,8.13,7.87,9.81,6.95,3.67,7.59,7.17
32,7.12,7.43,1.57,0.025,0.026,1.06,123.2,27.2,5.25,5.73,9.44,5.43,4.69,1.46,1.7,1.22,1.18,2.88,1.52,1.05
31.9,7.48,7.22,2.09,0.025,0.024,1.07,249.6,11.8,7.1,9.91,11.64,11.5,10.92,11.4,12.88,12.52,11.8,12.8,11,9.58
31.7,7.46,7.96,2.74,0.025,0.024,0.45,109.3,9,5.97,8.32,9.34,10.5,11.34,10.91,11.69,12.15,12.55,5.92,14.4,14.22
31.1,6.27,4.11,5.79,0.388,0.106,2.25,162.5,53.6,12.44,12.46,15.42,14.76,17.7,11.62,11.33,9.53,9.06,8.16,7.11,5.68
32.7,6.96,3.23,5.71,0.282,0.101,2.59,196.2,24,5.57,5.63,7.94,5.46,8.2,4.25,3.98,2.96,2.42,5.46,1.66,1.42
34.6,9.07,7.93,7.16,0.025,0.029,1.1,136.8,7.6,5.84,4.52,9.62,4.51,5.6,2.19,1.71,0.99,0.79,4.93,1.44,1.17
29.8,8.08,7.66,0.75,0.025,0.005,1.68,386.7,1.7,7.97,11.14,13.42,14.44,12.34,10.15,12.28,15.22,9.97,3.82,10.64,9.1
32.3,7.18,5.87,1.24,0.025,0.022,0.28,188.8,16.7,6.31,7.22,11.3,8.02,6.75,3.3,3.43,2.49,2.51,2.92,1.77,1.17
34,7.6,10.02,2.56,0.04,0.061,1.9,201.4,167.2,6.86,9.57,11.72,11.42,10.62,9.38,9.22,11.63,9,1.59,7.17,6.45
32,7.2,8.24,1.46,0.025,0.024,1.2,121.2,12,10.76,13.62,15.16,14.38,14.8,14.29,15.03,15.06,14.15,11.25,14.13,11.82
34.4,7.08,9.47,6.13,0.025,0.075,2.64,145.6,23.7,7.04,7.61,10.62,8.46,9.73,4.24,4.54,3.23,2.94,1.82,1.32,1.13
32.1,6.54,6.88,5.68,0.025,0.122,2.55,145.2,33.6,4.02,7.47,8.83,8.93,8.32,5.38,5.48,6.45,4.9,3.53,4.79,4.12
31.7,6.87,5.69,1.1,0.132,0.049,1.86,138.6,6,7.54,10.3,12.1,11.8,10.18,10.44,9.7,12.09,9.41,4.83,7.84,7.47
32.5,8.02,8.27,0.56,0.025,0.005,0.56,97.9,2.1,5.98,6.3,5.77,2.27,2.31,1.67,1.87,1.43,1.27,1.98,0.93,0.67
33.4,6.54,7.49,1.86,0.025,0.02,1.21,141.1,10.2,3.45,5.18,7.39,5.13,5.32,1.7,1.43,1.08,0.58,0.53,0.77,0.67
32.4,8,8.12,2.06,0.025,0.028,1.57,161.9,19.9,6.04,7.81,9.37,7.06,7.66,6.06,6.23,6.17,5.85,7.93,5.5,4.4
33.3,6.97,4.1,3.02,0.162,0.072,2.24,221.1,5,3.32,4.91,5.36,5.68,8.11,7.37,8.19,5.53,7.88,2.29,8.85,8.57
33.5,7.3,7.54,3.13,0.025,0.057,1.47,158.3,8.6,3.6,4.02,4.27,3.6,6.02,6.38,6.32,4.13,5.44,9.4,6.62,6.33
32.8,6.99,6.53,2.38,0.025,0.058,1.14,153,16.1,4,1.76,3.1,1.54,5.26,4.45,5.04,1.3,3.78,3.57,5.31,5.12
33.4,8.65,12.51,6.56,0.065,0.07,1.57,192.9,6.8,8.09,12.72,14.78,14.62,15.21,15.78,17.61,17.54,15.83,7.98,13.05,12.03
29.9,6.31,4.33,3.54,0.173,0.066,2.15,127.2,42.6,5.35,7.2,11.72,10.24,12.24,5.26,5.37,3.79,2.77,1.13,0.8,0.51
32.8,8.33,11.84,4.86,0.025,0.084,2.12,149.4,18.3,4.76,4.62,5.03,3.18,4.19,4.76,5.41,3.37,3.94,3.43,1.86,1.25
32.7,8.63,14.59,5.44,0.025,0.053,1.31,180.2,22.8,5.02,6.57,7.63,5.67,7.13,5.42,5.55,5.45,4.64,2.98,4.41,4.19
30.5,7.89,7.24,0.66,0.025,0.008,1.7,306.8,1.3,6.82,12.34,18.74,20.76,18.39,18.95,19.14,25.24,20.07,7.67,20.56,20.05
31.6,7.24,5.42,1.33,0.025,0.029,1.07,220,73.1,5.43,6.81,10.15,7.33,7.22,3.76,4.3,3.01,2.86,2.63,1.09,0.91
32.8,7.16,7.01,2.26,0.025,0.053,1.07,157.6,17.2,5.53,4.67,4.7,3.55,6.29,4.84,4.71,1.58,4.48,3.82,4.63,4.93
31.4,8.07,7.19,1.72,0.025,0.014,0.98,182.3,7.2,5.27,10.86,12.68,13.66,10.49,9.36,11.27,12.51,9.86,5.95,9.07,9.44
32,7.73,7.76,1.84,0.025,0.03,1.27,154.5,10.4,3.69,4.61,5.69,3.8,3.84,2.86,2.88,2.77,2.58,1.94,2.31,1.81
32.2,6.9,3.15,3,0.037,0.07,1.94,245.7,3.3,3.21,5.03,5.47,5.29,7.14,6.89,7.66,5.45,7.62,3.05,7.73,7.23
31.7,7.9,7.42,2.12,0.025,0.024,1.14,162,20.4,6.66,5.54,7.55,4.91,5.92,3.29,3.48,2.48,3.07,12.31,5.18,4.1
31.9,7.06,6.46,2,0.046,0.058,1.16,147.6,14,4.01,3.82,4.08,2.87,4.47,3.24,3.84,1.94,4.8,3.98,4.09,3.8
31.1,7.04,6.5,1.92,0.025,0.057,1.07,145.5,15.9,3.33,1.96,2.68,1.87,5.83,4.22,3.32,1.56,4.59,5.35,5.05,5.49
31.7,7.65,5.62,4.4,0.025,0.058,2.44,333.3,11.7,3.91,5.32,6.95,5.5,5.58,2.43,2.4,2.08,1.88,1.41,1.56,1.3
31.4,8.3,6.45,1.33,0.225,0.038,1.38,15427.5,51.7,5.49,7.47,9.47,6.72,5.67,2.47,2.78,2.27,1.98,1.23,1.66,1.23
31.1,7.91,6.12,6.26,0.121,0.071,1.86,19830.9,31.7,7.44,10.68,11.5,11.98,9.03,7.96,7.91,11.44,7.48,4.75,7.27,6.53
30.8,7.33,5.76,3.9,0.025,0.055,2.68,13559.2,35.2,6.09,7.56,10.29,10.26,9.75,4.89,5.09,4.33,3.43,2.74,2.06,1.7
30.8,7.21,3.28,3.68,0.137,0.165,3.43,1202.8,122.1,6.97,8.61,11.5,9.48,10.01,5.84,6.62,5.23,5.43,6.18,4.25,3.78
31.4,7.3,3.77,3.72,0.156,0.139,3.73,405.7,29.1,3.7,4.79,6.24,4.91,6.05,3.46,3.75,2.98,2.57,3.02,1.9,1.52
24.3,7.17,8.26,2.22,0.025,0.05,1.93,0.6,17.5,4.08,5,6.5,4.88,5.44,2.62,2.8,2.33,2.09,1.64,1.44,1.3
31.3,7.89,6.06,2.05,0.056,0.05,2.27,8665.2,21.2,5.33,7.14,9.97,6.5,5.53,2.69,2.71,2.43,1.99,2.11,1.94,1.86
30.7,7.61,5.89,3.47,0.142,0.049,2.41,19207.2,39.7,6.69,9.43,11.42,10.38,9.11,7.03,7.22,8.33,6.19,4.44,6.7,6.47
31.7,7.39,5.1,3.63,0.025,0.163,3.91,492.1,39.2,4.72,5.78,7.63,5.47,6.46,3.55,3.69,3.07,2.78,2.46,1.97,1.62
31.7,7.34,4.22,2.78,0.025,0.062,2.99,5569.2,42.7,6.1,7.78,10.09,10.26,10.2,6.08,6.54,5.55,4.35,2.53,1.92,1.47
31.6,7.39,4.72,3.55,0.047,0.086,3.8,6596.7,42.6,6.14,8.01,10.52,10.08,9.39,4.87,5.42,4.29,3.8,2.91,2.38,2.35
31.4,7.7,7,2.96,0.025,0.076,2.55,1698.5,12.4,3.99,5.29,6.89,4.68,4.87,2.59,2.76,2.38,2.18,1.79,1.71,1.54
32.5,7.08,3.66,2.2,0.025,0.053,2.33,359.4,23,4.08,5.52,7.66,5.39,4.92,2.62,2.81,2.51,2.55,2.76,1.8,1.37
31.1,7.05,5.78,2.5,0.025,0.07,2.82,418.9,21.2,4.89,4.57,6.16,4.91,6.05,3.45,3.45,3.33,3.9,10.96,3.7,2.93
32.2,7.74,6.95,1.15,0.025,0.028,1.76,269.5,14.9,6.09,11.02,11.56,10.18,10.85,8.9,8.47,9.28,8.52,3.26,6.72,6.8
31.5,7.46,4.04,4.86,0.174,0.148,5.8,12263.8,26.8,3.71,7.88,10.12,10.84,8.06,6.23,7.56,9.99,6.2,3.58,5.51,5.46
31.9,7.03,7.35,1.84,0.139,0.049,1.82,161.1,12.5,3.14,9.4,10.98,10.9,7.41,8.17,6.75,10.68,7.48,3.4,6.85,6.1
31,6.97,7.02,1.21,0.025,0.023,0.85,139.5,11.5,2.12,3.51,5.45,3.08,2.78,1.73,2.32,1.92,1.79,3.39,1.71,0.97
30.5,7.97,8.2,2.48,0.025,0.05,1.17,124.1,22.8,3.05,3.53,5.4,4.29,5.35,3.06,3.41,2.92,2.75,3.87,2.05,1.55
32.2,7.45,5.85,2.87,0.025,0.036,2.38,233.4,4.6,3.38,4.04,5.52,4.22,4.4,2.82,2.95,2.62,2.53,2.63,1.8,1.85
31.7,7.5,5.56,2.45,0.085,0.051,1.42,161.8,15.9,3.39,5.05,6.97,5.29,5.21,3.02,3.39,2.8,2.93,1.99,1.83,1.94
31.8,7.15,6.49,4.73,0.025,0.031,3.5,327,5,3.42,12.8,13.48,15.04,10.72,9.76,10.75,16.08,11.16,5.67,12.11,10.27
31.6,7.95,8.25,0.84,0.025,0.005,0.59,95.7,1.3,3.06,3.96,3.72,1.07,1.04,0.71,0.94,0.83,0.77,0.38,0.63,0.55
31.6,7.78,6.89,2.14,0.025,0.03,0.93,237.2,14.8,3.64,9.86,10.92,11.22,8.3,6.67,7.24,11.97,7.65,10.48,8.32,7.69
31.4,7.93,7.54,3.28,0.025,0.049,0.88,136.6,65.2,3.83,7.86,9.69,10.96,12.41,11.92,13.54,13.9,13.84,6.51,16.2,15.71
31.4,6.74,6.22,3.16,0.22,0.125,2.01,1742.5,20.5,3.49,4.96,6.94,5.37,5.39,2.49,2.96,2.38,2.1,1.89,1.98,1.49
31.1,6.6,5.97,3.38,0.222,0.099,1.69,13869,22.7,6.5,10.56,13.6,13.12,11.87,10.76,11.65,10.72,10.55,5.86,12.58,12.84
31.2,6.95,4.15,2.8,0.264,0.113,2.04,4633.5,21.4,10.17,11.92,13.88,13.06,14.08,13.63,16.46,14.78,17.54,18.36,12.99,12.18
30.9,7.54,5.91,3.23,0.252,0.142,1.27,19041.3,48.5,5.11,6.08,8.23,6.31,5.77,3.22,3.97,3.26,3.2,8.05,2.64,1.73
30.7,7.23,3.8,8.42,0.369,0.106,1.32,7800.1,25.5,5.9,7.02,8.61,6.76,10.25,8.14,8.8,4.51,8.33,6.04,7.82,6.1
29.8,6.76,5.73,2.92,0.226,0.163,2.59,170.4,35.9,2.8,1.55,2.5,1.62,4.98,5.29,4.23,1.4,5.14,3.76,5.8,6.44
27.8,7.53,7.05,1.56,0.034,0.021,0.88,172.1,6.8,4.26,9.88,13.72,13.72,11.81,11.88,11.85,14.21,11.78,6.25,12.15,11.1
26.4,6.98,3.63,5.76,0.839,0.109,3.66,382.5,47.3,5.52,6.21,8.66,7.19,6.97,3.48,3.52,2.89,2.64,3.3,2.26,2.02
24.1,7.73,8.41,3.88,0.194,0.139,2.93,18119.2,70.4,4.77,5.33,6.81,4.4,3.9,2.04,2.2,1.64,1.33,2.13,1.39,1.44
28,7.55,7.64,1.55,0.025,0.02,1.06,149,17.3,6.42,3.93,6.36,4.11,3.06,2.23,2.76,1.58,1.77,13.27,3.24,2.8
28,6.66,4.31,5.66,0.547,0.267,3.98,194.8,11.1,4.07,3.47,4.83,3.12,6.17,4.52,3.43,1.34,4.78,2.53,5.12,5.93
23.9,6.28,6.28,3.04,0.224,0.076,2.79,118.6,44.5,5.19,6.22,10.88,11.2,10.99,4.43,4.67,3.48,2.8,0.14,0.75,0.46
24.5,6.51,6.58,5.17,0.086,0.089,2.24,160.7,13.6,5.95,3.45,5.23,3.75,4.07,2.46,2.33,1.72,1.69,7.74,2.21,1.72
25.5,6.94,6.85,3.76,0.025,0.12,2.62,153,14.6,3.46,5.89,8.19,6.84,6.13,4.64,5.67,7.81,7.28,15.34,6.03,3.68
25.5,7.04,9.48,4.58,0.025,0.085,2.11,159.3,26.5,4.29,5.17,7.06,6.4,6.85,4.29,4.05,5.27,3.57,0.64,4.72,3.4
25.6,7.22,7.28,1.02,0.025,0.024,1.73,289.2,11.8,6.12,11.62,15.58,17.42,14.73,16.23,18.34,23.22,18.12,15.57,18.38,14.08
24.4,7.93,8.16,0.69,0.025,0.006,1.66,273.1,1.2,5.66,11,15.94,17.94,17.55,14.48,15.14,22.42,18.7,6.19,16.9,14.87
25.3,7.66,7.34,1.48,0.025,0.023,2.02,275.3,10.4,5.91,6.39,9.11,8.63,10.56,17.11,18.97,13.65,20.24,13.88,15.93,11.25
23.3,7.52,6.83,1.16,0.037,0.075,1.23,220.6,44.2,8.03,10.07,14.12,12.72,13.56,13.67,14.87,14.81,14.32,17.36,11.81,8.74
25.8,7.66,6.89,0.96,0.025,0.024,1.82,281.6,14.3,5.2,6.16,8.56,4.81,4.43,3.02,3.58,2.77,3.13,2.26,2.56,1.99
24.6,6.97,6.73,1.94,0.196,0.126,1.88,109.4,17.9,3.72,5.13,7.3,4.81,4.48,2.54,2.74,2.11,2.21,1.77,1.59,1.04
23.3,7.11,7.77,2.85,0.336,0.136,2.41,252.7,29.9,5.4,10.46,12.64,11.94,11.79,9.65,9.54,10.36,9.24,5.12,10.79,9.73
24.5,7.27,7.72,1.86,0.249,0.134,2.05,147.4,18.5,4.46,5.76,6.58,5.74,6.86,5.38,5.67,4.55,5.84,3.62,4.36,3.81
23.7,7,5.63,3.42,0.352,0.099,1.98,1365.5,11.1,4.88,5.57,7,5.29,4.47,2.99,3.33,2.75,2.72,9.91,2.45,1.59
24.4,6.92,5.41,4.39,0.025,0.144,3.32,178.7,18.8,4.4,5.54,7.8,6.14,5.74,2.13,2.32,1.76,1.52,0.1,0.7,0.42
23.8,6.74,5.56,3.21,0.43,0.074,1.39,6456.6,20.9,5.84,5.43,7.09,6,10.03,8.76,9.21,4.32,9.03,6.49,7.35,6.29
25.6,8.01,8.18,0.66,0.025,0.013,1.8,292.1,17.6,5.27,6.75,9.41,5.84,4.86,2.24,2.28,1.9,1.57,0.41,0.77,0.53
25.8,7.71,7.09,0.96,0.025,0.027,1.74,280.2,12.2,4.82,4.9,7.06,3.23,5.26,4.68,5.08,1.02,4.3,3.24,2.76,2.17
25.6,7.81,7.73,1.45,0.025,0.043,1.8,275.5,15.9,5.99,6.67,9.28,6.31,5.29,2.46,2.64,2.09,2.01,0.88,0.94,0.59
24.2,8.81,10.63,2.86,0.025,0.046,1.6,252.8,14.8,2.8,2.98,4.01,2.15,3.03,1.92,1.96,1.66,1.47,4.23,0.66,0.51
24,7.06,7.3,0.79,0.067,0.036,1.1,113.5,7.6,5.43,9.26,12.42,11.12,7.99,8.11,7.53,11.36,6.49,1.84,6.1,6.03
23.3,6.95,7.97,1.54,0.025,0.022,1.07,119.5,13.8,3.24,4.98,7.42,3.94,3.17,2.19,2.43,2.04,1.53,2.92,1.17,0.48
24.2,8.99,11.28,3.05,0.082,0.049,1.48,147.8,12.7,5.41,5.93,7.91,5.64,7.82,7.55,8.42,8.77,8.16,8.56,6.14,3.68
24.9,7.48,8.01,0.87,0.025,0.005,0.63,109,1.7,3.78,4.3,4.12,1.8,1.56,1.31,1.61,1.29,1.08,0.22,0.72,0.49
25.5,7.15,7.09,3.98,0.093,0.044,1.73,175.3,8.2,2.28,3.02,4.14,2.89,3.18,2.12,2.22,1.72,1.8,1.3,1.47,1.36
24.6,7.56,7.97,4.57,0.025,0.024,1.47,132.5,8.7,3.48,4.25,5.94,3.93,4.56,3.3,3.8,3.23,3.31,3.32,2.17,1.63
25.6,7.36,6.22,2.82,0.402,0.072,1.9,4480.6,14,4.2,5.5,8.25,6.6,5.94,4.1,4.53,3.63,4.28,7.61,3.59,2.72
24.1,7.7,7.25,1.36,0.025,0.034,2.08,256.2,22.9,5.52,5.98,9.21,7.87,10.67,17.93,19.86,14.92,20.46,13.07,15.59,10.77
24.2,7.64,6.92,0.95,0.025,0.038,2.21,252.9,33.8,4.83,6.98,10.66,8.38,7.17,5.05,4.81,3.31,4.11,3.08,3.44,2.68
24,6.87,6.27,2.8,0.09,0.069,2.39,183.7,15.2,2.76,2.31,3.14,1.81,3.16,2.61,3.66,0.95,3.08,3.59,5.23,4.55
22.5,7.75,7.11,1.74,0.025,0.061,1.95,257.3,16.4,3.74,3.86,6.2,3.93,3.42,1.73,2.12,1.72,1.39,4.34,0.9,0.53
23.4,7.4,6.75,3.15,0.052,0.117,3.31,460.4,54.7,5.06,5.92,10,8.78,10.11,6.95,6.56,3.86,6.02,6.37,3.46,2.1
23,7.45,5.49,4.53,0.025,0.194,5.08,566.4,74.6,4.11,5.12,7.68,5.98,6.69,2.92,3.15,2.75,2.15,0.94,1.17,0.84
24.1,7.25,7.26,1.58,0.025,0.041,1.54,164.4,11.5,2.87,3.89,6.35,3.89,3.36,1.36,1.79,1.33,1.18,0.64,0.75,0.64
24.9,7.08,6.72,3.14,0.025,0.08,3.42,509.1,26.6,4.52,4.14,6.14,4.95,5.31,3.66,2.54,2.82,3.13,8.23,2.8,2.6
22.8,7.12,8.4,0.84,0.025,0.02,1.06,135.1,17.9,3.83,5.51,10.01,5.99,4.29,2.08,2.3,1.91,2.03,2.4,1.17,0.71
21.5,8.38,10.27,1.74,0.025,0.032,0.89,120.1,10.5,2.67,3.09,5.52,3.05,3.51,1.87,2.03,1.61,1.49,2.5,1.44,0.9
24,7.51,6.87,2.17,0.025,0.037,2.46,212.4,9.5,2.42,3.42,5.68,3.54,2.88,1.1,1.32,1.06,0.76,0.04,0.59,0.33
23,8.88,8.72,3.34,0.025,0.044,1.27,132.9,29.4,2.88,3.1,5.64,3.51,4.84,2.35,2.56,2.27,1.84,0.97,1.19,1.14
24.3,6.78,3.68,3.3,0.033,0.052,2.68,143.7,17.6,4.59,12.58,16.98,17.58,12.62,9.89,10.81,16.1,13.2,5.12,11.02,10.01
22.9,7.45,8.08,0.78,0.025,0.005,0.58,107.7,3.8,2.97,3.43,3.65,1.25,0.89,0.83,0.73,0.72,0.79,0.04,0.55,0.41
20.1,7.58,7.19,1.97,0.025,0.046,1.29,264,16.4,3.54,8.57,11.78,12.44,6.92,6.83,6.86,12.09,6.65,8.72,6.69,6.83
21.5,7.21,6.45,2.28,0.165,0.044,1.41,165,7.2,2.9,5.71,7.07,7.84,8.27,9.04,9.48,11.11,10.19,5.01,11.73,11.45
23.5,7.8,7.5,1.34,0.025,0.03,1.96,262.3,12.7,5.59,5.63,9.27,6.8,10.91,17.17,17.17,10.34,18.39,15.74,14.26,9.95
23.8,7.35,6.34,3.36,0.025,0.08,2.79,247.3,13.2,4.49,5.38,7.78,6.73,6.46,2.78,2.79,2.28,1.86,0.2,0.67,0.46
24.1,7.86,7.72,0.63,0.025,0.016,1.77,266.1,19.6,5.1,6.04,9.4,6.25,4.99,2.48,2.46,1.98,1.97,0.8,1.18,0.86
23.8,7.72,7.2,0.77,0.025,0.031,1.97,258.8,20.6,4.87,5.36,8.9,5.16,3.68,2.23,2.76,1.43,2.19,2.45,2.19,1.46
22.9,7.37,5.76,1.38,0.222,0.049,2.14,273.5,23.2,3.57,4.27,6.85,5.56,4.66,1.77,1.99,1.34,0.99,0.33,0.53,0.52
23.5,7.28,5.33,3.92,0.078,0.071,3.9,8099.5,44.5,4.34,6.2,9.26,8.46,7.41,3.02,3.19,2.67,2.03,0.26,0.82,0.96
23.6,7.72,7.67,1.45,0.025,0.023,1.83,297.7,22.1,5.58,5.68,6.46,7.74,7.09,6.18,6.5,8.63,6.64,7.57,8.32,7.65
23.4,7.68,6.71,2.4,0.046,0.078,2.56,209.7,52.2,3.48,4.47,7.48,6.86,6.73,3.2,3.01,2.6,1.94,1.4,1.22,1
23.7,7.49,6.5,1.77,0.025,0.057,2.25,275.8,35,3.6,4.31,7.28,5.8,4.98,1.88,1.9,1.48,1.15,0.31,0.75,0.76
23.9,7.92,7.47,2.16,0.025,0.064,2.72,268.1,52.6,5.66,6.99,10.74,9.62,8.83,3.69,3.77,3.13,2.36,0.46,0.84,0.57
24.1,7.33,6.69,3.6,0.025,0.102,4.87,3757,191.6,4.57,5.57,8.81,7.03,6.54,2.24,2.32,1.91,1.32,0.04,0.41,0.55
23.7,7.74,7.07,1.51,0.025,0.084,2.73,263.6,63,3.43,4.59,7.94,7.66,7.57,3.18,3.32,2.51,1.7,0.24,0.94,0.82
24,7.63,6.88,1.75,0.025,0.069,2.5,281.9,56.5,3.58,4.5,7.91,7.41,7.02,2.77,2.84,2.38,1.78,0.36,0.68,0.99
24.1,7.43,5.5,5.8,0.293,0.201,11.52,5970.3,94,3.98,6.31,8.75,9.54,7.06,5.23,4.91,9.59,4.72,4.44,6.41,5.53
22.6,7.49,8.09,3.71,0.025,0.061,0.54,543.9,10.4,5.96,5.21,7.14,6.18,9.49,8.55,9.29,4.66,8.72,7.5,7.17,6.19
21.5,7.42,7.06,6.59,0.319,0.075,2.35,1982,47.8,4.54,5.98,7.82,5.74,6.31,3.63,4.06,3.07,2.96,4.47,2.28,1.85
22.5,8.1,7.31,2.55,0.296,0.04,0.72,25832.3,5.4,3.69,7.78,8.38,9.29,7.21,6.77,6.99,10.81,7.53,2.93,7.55,7.69
23.3,7.82,8.79,1.95,0.025,0.02,1.23,166.5,5.9,3.62,5.42,6.94,4.61,5,4.08,4.74,3.75,4.73,2.45,4.44,4.44
22.7,7.14,8.7,1.67,0.025,0.102,1.7,194.9,16.1,2.77,4.13,5.7,2.89,2.21,0.98,1.16,0.91,0.99,0.1,0.93,0.67
24.2,7.47,8.11,2.09,0.025,0.022,1.41,170.8,19.3,5.93,5.44,8.24,4.98,5.82,2.87,1.42,1.81,2.14,11.88,4.57,2.8
22.9,6.8,5.36,2.6,0.179,0.08,2.64,183,28.8,3.54,3.64,4.92,3.37,6.08,5.49,4.68,1.76,5,2.73,5.16,5.43
23.3,7.4,6.61,2.75,0.393,0.059,2.08,10,5.2,3.49,3.45,5.65,3.53,3.05,2.11,2.28,2,2.43,8.14,1.99,1.78
23,7.74,7.7,0.48,0.025,0.022,1.89,265.5,10.2,5.38,6.02,9.15,8.5,10.55,17.22,19.54,12.68,20.17,14.14,15.55,10.23
21.4,7.48,7.72,1.01,0.025,0.055,1.08,239.3,41,5.73,7.56,13.6,13.98,11.75,4.78,4.94,3.94,3.04,2.4,1.26,0.87
23.5,7.63,7.87,0.69,0.025,0.022,1.95,271.5,12.5,4.64,5.83,8.37,4.31,3.55,2.78,2.39,2.01,3.07,2.4,2.57,1.75
24,8,10.51,5.31,0.044,0.077,1.76,197.6,12,5.29,13.66,15.54,15.66,14.85,14.7,13.51,15.68,13.21,5.88,11.64,10.55
23.7,6.42,6.07,2.91,0.14,0.057,2.69,125.4,45,5.54,7.19,11.72,10.66,10.56,4.57,4.54,3.78,2.86,1.59,1.35,1.04
24.6,6.9,6.01,3.28,0.072,0.088,2.51,169.7,14.7,3.85,5.15,8.35,7.14,6.57,5.82,6.76,7.55,6.66,16,5.4,3.6
24.1,6.92,6.64,3.16,0.086,0.055,1.76,181.2,11.1,2.41,2.6,3.99,2.86,2.85,1.25,1.26,1.22,1.07,1.08,1.16,1.07
23.7,7.97,9,4.61,0.025,0.023,1.44,132.6,6.9,1.8,2.26,4.33,2.32,2.48,0.67,0.69,0.64,0.61,2.02,0.9,0.91
23.4,7.65,7.05,0.35,0.025,0.024,2.05,332.2,14.2,5.53,4.43,6.3,5.29,5.94,4.39,4.25,4.69,4.43,6.98,6.5,5.33
23.9,7.86,7.73,1.74,0.196,0.067,2.15,4090,31.5,7.53,8.97,10.09,10.88,7.24,5.97,6.06,9.5,5.56,4.1,6.63,6.11
23.3,7.75,6.81,1.7,0.076,0.057,1.73,4850.6,34.6,6.16,12.72,15.06,15.72,14.68,14.58,14.47,16,14.27,4.65,13.25,11.74
23.9,7.66,7.87,1.85,0.025,0.057,2.07,331.7,27.2,4.59,3.18,4.39,3.83,5.53,4.16,4.44,2.78,3.99,1.19,4.17,3.37
23.9,7.48,7.61,2.83,0.378,0.075,4,742.9,42.9,5.78,14.5,17.2,15.92,10.15,10.25,9.76,16.92,9.84,3.51,9.06,7.49
22.8,8.26,9.67,2.09,0.028,0.035,0.92,125.7,14.1,3.56,4.62,6.94,4.44,5.12,3.37,3.54,3.12,2.65,1.77,1.63,1.22
23.4,7.53,6.23,2.2,0.081,0.05,2.49,209,18.3,5.3,6.01,8.26,5.89,5.23,3.43,3.42,3.06,2.91,1.68,1.22,0.8
23.4,9.35,11.25,2.17,0.025,0.022,0.85,132.3,9,6.38,5.4,7.08,4.31,4.7,3.7,3.66,3.09,3.21,12.85,1.87,1.34
23.5,7.45,8.37,0.67,0.025,0.005,0.56,105.8,7.9,5.42,8.44,8.97,5.93,6.54,6.56,4.77,12.62,2.66,10.05,7.42,2.64
